Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species,Filename
1,Spectrogram 1,1,288.4046556,288.4974477,0,13736.5,podocnemis_expansa,240808_6403
1,Spectrogram 1,1,171.7608412,172.2479995,0,8836.6,podocnemis_expansa,240808_6434
2,Spectrogram 1,1,172.9362074,173.299643,0,4705.9,podocnemis_expansa,240808_6434
1,Spectrogram 1,1,1.225628628,1.759183046,0,6081.4,podocnemis_expansa,240809_6457
2,Spectrogram 1,1,15.03606301,15.37630061,0,6570.1,podocnemis_expansa,240809_6457
3,Spectrogram 1,1,95.12901357,95.77469175,0,8796.4,podocnemis_expansa,240809_6457
4,Spectrogram 1,1,221.5799009,221.8196138,0,8905,podocnemis_expansa,240809_6457
1,Spectrogram 1,1,112.9318869,113.1194042,0,21557.3,podocnemis_expansa,240809_6458
1,Spectrogram 1,1,45.50007804,45.92537504,0,4543.7,podocnemis_expansa,240809_6459
2,Spectrogram 1,1,46.25787997,46.7663032,0,2970.9,podocnemis_expansa,240809_6459
3,Spectrogram 1,1,46.9083921,47.39361731,0,4310.7,podocnemis_expansa,240809_6459
4,Spectrogram 1,1,112.5391273,113.420652,0,16368.9,podocnemis_expansa,240809_6459
5,Spectrogram 1,1,223.4178887,223.8915149,0,8271.8,podocnemis_expansa,240809_6459
6,Spectrogram 1,1,228.8772521,229.0802347,0,7165,podocnemis_expansa,240809_6459
1,Spectrogram 1,1,22.08269865,22.35140903,0,5127.8,podocnemis_expansa,240809_6460
2,Spectrogram 1,1,39.19439104,39.50949746,0,6502.2,podocnemis_expansa,240809_6460
3,Spectrogram 1,1,42.76439551,42.99830886,0,10149.8,podocnemis_expansa,240809_6460
4,Spectrogram 1,1,43.44293754,43.66331871,0,9304,podocnemis_expansa,240809_6460
1,Spectrogram 1,1,36.0216486,36.9631015,0,15257.1,podocnemis_expansa,240809_6461
1,Spectrogram 1,1,109.1339645,109.4104075,0,11832.6,podocnemis_expansa,240809_6462
2,Spectrogram 1,1,150.7352413,150.9382239,0,10883.7,podocnemis_expansa,240809_6462
1,Spectrogram 1,1,209.8288561,210.0337719,0,14246.6,podocnemis_expansa,240809_6463
2,Spectrogram 1,1,226.9485999,227.2347088,0,12767.1,podocnemis_expansa,240809_6463
3,Spectrogram 1,1,234.37595,234.6079301,0,9369.9,podocnemis_expansa,240809_6463
1,Spectrogram 1,1,75.28759265,75.59110005,0,24000,podocnemis_expansa,240809_6464
1,Spectrogram 1,1,244.5040232,244.7862658,0,7981,podocnemis_expansa,240809_6465
2,Spectrogram 1,1,274.4613551,274.7165333,0,12598.6,podocnemis_expansa,240809_6465
1,Spectrogram 1,1,81.18728217,81.40959652,0,18500,podocnemis_expansa,240809_6466
3,Spectrogram 1,1,233.4754853,233.6939333,0,12944.4,podocnemis_expansa,240809_6466
4,Spectrogram 1,1,265.4923443,265.7745868,0,10222.2,podocnemis_expansa,240809_6466
5,Spectrogram 1,1,266.0529631,266.3796685,0,6277.8,podocnemis_expansa,240809_6466
6,Spectrogram 1,1,266.9789506,267.1490694,0,8500,podocnemis_expansa,240809_6466
7,Spectrogram 1,1,267.7805463,267.9525982,0,7666.7,podocnemis_expansa,240809_6466
1,Spectrogram 1,1,123.3779269,123.6060408,0,19823.8,podocnemis_expansa,240809_6467
1,Spectrogram 1,1,55.84530076,56.11981065,0,4500,podocnemis_expansa,240809_6468
2,Spectrogram 1,1,287.3146381,287.6626084,0,9532.3,podocnemis_expansa,240809_6468
1,Spectrogram 1,1,0.732670741,1.250759814,0,6950.2,podocnemis_expansa,240809_6469
2,Spectrogram 1,1,79.99313069,80.33143512,0,4995.5,podocnemis_expansa,240809_6469
3,Spectrogram 1,1,185.0162774,185.3990447,0,9448,podocnemis_expansa,240809_6469
4,Spectrogram 1,1,185.7721461,186.1645793,0,11728.5,podocnemis_expansa,240809_6469
5,Spectrogram 1,1,186.4216906,186.6962005,0,10208.1,podocnemis_expansa,240809_6469
1,Spectrogram 1,1,105.6566361,105.9350124,0,9680.7,podocnemis_expansa,240809_6470
1,Spectrogram 1,1,27.58993129,27.90310454,0,6490.9,podocnemis_expansa,240809_6471
2,Spectrogram 1,1,87.81973001,88.11357158,0,7309.1,podocnemis_expansa,240809_6471
3,Spectrogram 1,1,112.5494806,112.7640622,0,9490.9,podocnemis_expansa,240809_6471
4,Spectrogram 1,1,278.7867893,279.1270269,0,7363.6,podocnemis_expansa,240809_6471
1,Spectrogram 1,1,89.2686438,89.69007447,0,8307.7,podocnemis_expansa,240809_6476
2,Spectrogram 1,1,89.87372545,90.23716106,0,9339.4,podocnemis_expansa,240809_6476
1,Spectrogram 1,1,80.84203017,81.10300788,0,4690.9,podocnemis_expansa,240813_6554
2,Spectrogram 1,1,159.0774755,159.290124,0,5618.2,podocnemis_expansa,240813_6554
3,Spectrogram 1,1,165.1007218,165.4370931,0,6872.7,podocnemis_expansa,240813_6554
8,Spectrogram 1,1,165.7375065,165.9429991,0,5776.805,podocnemis_expansa,240813_6554
4,Spectrogram 1,1,166.3379495,166.5331994,0,7309.1,podocnemis_expansa,240813_6554
5,Spectrogram 1,1,166.8135096,167.105418,0,5836.4,podocnemis_expansa,240813_6554
6,Spectrogram 1,1,196.035704,196.1439614,0,7200,podocnemis_expansa,240813_6554
7,Spectrogram 1,1,228.9440478,229.1566963,0,6000,podocnemis_expansa,240813_6554
1,Spectrogram 1,1,7.354757547,7.604136242,0,7181.1,podocnemis_expansa,240813_6555
2,Spectrogram 1,1,15.99091418,16.36401564,0,5354.3,podocnemis_expansa,240813_6555
3,Spectrogram 1,1,205.0639009,205.3020419,0,5296.552,podocnemis_expansa,240813_6556
1,Spectrogram 1,1,206.1001932,206.3360397,0,6558.1,podocnemis_expansa,240813_6556
2,Spectrogram 1,1,250.3555681,250.6126794,0,5720.9,podocnemis_expansa,240813_6556
2,Spectrogram 1,1,199.985901,200.56781,0,11414.634,podocnemis_expansa,240813_6557
1,Spectrogram 1,1,208.1690485,208.4648232,0,5107.7,podocnemis_expansa,240813_6557
1,Spectrogram 1,1,50.96790272,51.20181607,0,6250,podocnemis_expansa,240813_6559
2,Spectrogram 1,1,51.74600351,52.29502327,0,5125,podocnemis_expansa,240813_6559
3,Spectrogram 1,1,186.091279,186.2478656,0,23250,podocnemis_expansa,240813_6559
4,Spectrogram 1,1,186.597769,186.8703457,0,21125,podocnemis_expansa,240813_6559
1,Spectrogram 1,1,31.94238761,32.16663512,0,6767.4,podocnemis_expansa,240813_6560
2,Spectrogram 1,1,42.24007594,42.39859573,0,6209.3,podocnemis_expansa,240813_6560
2,Spectrogram 1,1,153.024727,153.6521197,0,23331.01,podocnemis_expansa,240813_6561
2,Spectrogram 1,1,137.8931486,138.1019308,0,9421.8,podocnemis_expansa,240813_6564
3,Spectrogram 1,1,138.2063218,138.4557005,0,5729.4,podocnemis_expansa,240813_6564
4,Spectrogram 1,1,138.6084208,138.7998045,0,5984.1,podocnemis_expansa,240813_6564
5,Spectrogram 1,1,139.5072345,139.8590711,0,8148.5,podocnemis_expansa,240813_6564
6,Spectrogram 1,1,140.0072476,140.1580347,0,6047.7,podocnemis_expansa,240813_6564
7,Spectrogram 1,1,140.4789406,140.6509926,0,6366,podocnemis_expansa,240813_6564
9,Spectrogram 1,1,175.5046616,175.8159017,0,13368.7,podocnemis_expansa,240813_6564
8,Spectrogram 1,1,177.1420563,177.3779028,0,7511.9,podocnemis_expansa,240813_6564
10,Spectrogram 1,1,260.4751916,260.6569094,0,21198.9,podocnemis_expansa,240813_6564
11,Spectrogram 1,1,262.1299836,262.3406989,0,13177.7,podocnemis_expansa,240813_6564
12,Spectrogram 1,1,262.6958568,262.8969063,0,5029.2,podocnemis_expansa,240813_6564
13,Spectrogram 1,1,263.3454013,263.6160449,0,6238.7,podocnemis_expansa,240813_6564
2,Spectrogram 1,1,191.5171699,191.8902714,0,6366,podocnemis_expansa,240813_6565
3,Spectrogram 1,1,192.3464991,192.6596723,0,6939,podocnemis_expansa,240813_6565
4,Spectrogram 1,1,220.8907565,221.0724743,0,5729.4,podocnemis_expansa,240813_6565
1,Spectrogram 1,1,206.2321511,206.4158021,0,4600,podocnemis_expansa,240813_6566
2,Spectrogram 1,1,222.979958,223.2853986,0,9733.3,podocnemis_expansa,240813_6566
3,Spectrogram 1,1,225.4449545,225.7697273,0,7933.3,podocnemis_expansa,240813_6566
4,Spectrogram 1,1,225.7929253,226.1447619,0,6600,podocnemis_expansa,240813_6566
1,Spectrogram 1,1,64.51813996,64.80618202,0,4812.5,podocnemis_expansa,240813_6567
2,Spectrogram 1,1,101.069261,101.506157,0,7125,podocnemis_expansa,240813_6567
3,Spectrogram 1,1,102.333556,102.7143901,0,5625,podocnemis_expansa,240813_6567
4,Spectrogram 1,1,103.1106896,103.4335287,0,5437.5,podocnemis_expansa,240813_6567
5,Spectrogram 1,1,130.0563179,130.367558,0,12312.5,podocnemis_expansa,240813_6567
6,Spectrogram 1,1,204.6595961,204.9592372,0,6125,podocnemis_expansa,240813_6567
2,Spectrogram 1,1,221.4605133,221.8974093,0,7851.1,podocnemis_expansa,240813_6568
3,Spectrogram 1,1,223.3149146,223.6590185,0,7021.3,podocnemis_expansa,240813_6568
4,Spectrogram 1,1,223.7170135,223.9934566,0,9510.6,podocnemis_expansa,240813_6568
1,Spectrogram 1,1,224.7295055,225.2089312,0,7531.9,podocnemis_expansa,240813_6568
1,Spectrogram 1,1,30.62070252,31.14585766,0,9561,podocnemis_expansa,240814_6642
3,Spectrogram 1,1,221.8857999,222.2067058,0,12694.215,podocnemis_expansa,240814_6642
2,Spectrogram 1,1,222.6180151,222.8895697,0,10146.3,podocnemis_expansa,240814_6642
1,Spectrogram 1,1,61.62773623,61.93968736,0,7200,podocnemis_expansa,240814_6644
2,Spectrogram 1,1,104.4678938,104.6788535,0,11236.4,podocnemis_expansa,240814_6644
3,Spectrogram 1,1,105.1344368,105.5541121,0,12654.5,podocnemis_expansa,240814_6644
1,Spectrogram 1,1,1.119882106,1.245560258,0,5246.5,podocnemis_expansa,240814_6645
2,Spectrogram 1,1,40.0171363,40.21911904,0,5693,podocnemis_expansa,240814_6645
4,Spectrogram 1,1,129.0102653,129.2325796,0,9741.176,podocnemis_expansa,240814_6645
3,Spectrogram 1,1,129.9612198,130.0891422,0,17190.7,podocnemis_expansa,240814_6645
1,Spectrogram 1,1,35.56088411,35.81672892,0,4623.9,podocnemis_expansa,240814_6646
2,Spectrogram 1,1,241.8565218,242.0383063,0,7266.1,podocnemis_expansa,240814_6646
2,Spectrogram 1,1,1.13863606,1.504004846,0,7024.39,podocnemis_expansa,240814_6647
3,Spectrogram 1,1,9.954082187,10.2633891,0,3846.69,podocnemis_expansa,240814_6647
4,Spectrogram 1,1,25.8388479,26.00703353,0,6020.906,podocnemis_expansa,240814_6647
1,Spectrogram 1,1,91.81564494,92.20390066,0,10341.5,podocnemis_expansa,240814_6647
1,Spectrogram 1,1,141.956008,142.2006316,0,9529.4,podocnemis_expansa,240814_6648
1,Spectrogram 1,1,2.146662327,2.339668061,0,8357.1,podocnemis_expansa,240814_6649
2,Spectrogram 1,1,3.152087545,3.360803047,0,10392.9,podocnemis_expansa,240814_6649
1,Spectrogram 1,1,67.18952427,67.37130874,0,5444.4,podocnemis_expansa,240814_6651
3,Spectrogram 1,1,98.85558296,98.99697088,0,9666.7,podocnemis_expansa,240814_6651
4,Spectrogram 1,1,130.6958808,131.1806393,0,13111.1,podocnemis_expansa,240814_6651
1,Spectrogram 1,1,67.95503432,68.24005442,0,5767.4,podocnemis_expansa,240814_6652
2,Spectrogram 1,1,172.7279521,173.0152165,0,5209.3,podocnemis_expansa,240814_6652
3,Spectrogram 1,1,231.7640797,231.9705509,0,4651.2,podocnemis_expansa,240814_6652
1,Spectrogram 1,1,99.9944952,100.2705383,0,19587.4,podocnemis_expansa,240814_6653
1,Spectrogram 1,1,134.3454591,134.7202493,0,10610.5,podocnemis_expansa,240814_6655
2,Spectrogram 1,1,134.7359591,135.0793298,0,9221.1,podocnemis_expansa,240814_6655
3,Spectrogram 1,1,233.9150598,234.2000799,0,18568.4,podocnemis_expansa,240814_6655
4,Spectrogram 1,1,234.2337437,234.3796201,0,13010.5,podocnemis_expansa,240814_6655
1,Spectrogram 1,1,35.40815945,35.66176001,0,15509.4,podocnemis_expansa,240814_6656
2,Spectrogram 1,1,150.4027117,150.912157,0,10075.5,podocnemis_expansa,240814_6656
1,Spectrogram 1,1,196.1056131,196.460205,0,11336.2,podocnemis_expansa,240814_6660
2,Spectrogram 1,1,69.59401628,70.26042689,0,5671.8,podocnemis_expansa,240815_6720
3,Spectrogram 1,1,70.38141787,70.94220143,0,6039.4,podocnemis_expansa,240815_6720
1,Spectrogram 1,1,71.71615937,72.03112,0,10240.7,podocnemis_expansa,240815_6720
4,Spectrogram 1,1,85.79138805,86.0564159,0,9032.8,podocnemis_expansa,240815_6720
5,Spectrogram 1,1,86.3560126,86.70746258,0,8560.2,podocnemis_expansa,240815_6720
6,Spectrogram 1,1,196.3864602,196.7590355,0,15229.8,podocnemis_expansa,240815_6720
7,Spectrogram 1,1,268.8346581,269.4069646,0,5829.3,podocnemis_expansa,240815_6720
1,Spectrogram 1,1,152.0525377,152.5365016,0,5973.3,podocnemis_expansa,240815_6721
2,Spectrogram 1,1,226.230473,226.5723205,0,7360,podocnemis_expansa,240815_6721
1,Spectrogram 1,1,9.583687623,10.09453841,0,10791.9,podocnemis_expansa,240815_6722
2,Spectrogram 1,1,10.22129086,10.57466132,0,9610.7,podocnemis_expansa,240815_6722
3,Spectrogram 1,1,43.03439429,43.28405821,0,22711.4,podocnemis_expansa,240815_6722
1,Spectrogram 1,1,29.2717674,29.61553541,0,15616.1,podocnemis_expansa,240815_6723
1,Spectrogram 1,1,81.07426916,81.5486306,0,18297.5,podocnemis_expansa,240815_6724
2,Spectrogram 1,1,249.6827433,249.9977039,0,7983.5,podocnemis_expansa,240815_6724
3,Spectrogram 1,1,250.7102063,250.9464268,0,7140.5,podocnemis_expansa,240815_6724
1,Spectrogram 1,1,69.7687082,70.03181556,0,5905.5,podocnemis_expansa,240815_6725
2,Spectrogram 1,1,70.75776141,70.95173107,0,9165.4,podocnemis_expansa,240815_6725
3,Spectrogram 1,1,171.325104,171.5939729,0,5669.3,podocnemis_expansa,240815_6725
1,Spectrogram 1,1,65.7940603,66.07253159,0,14815.4,podocnemis_expansa,240815_6727
2,Spectrogram 1,1,66.43358403,66.65059958,0,19107.7,podocnemis_expansa,240815_6727
3,Spectrogram 1,1,120.9588029,121.3947545,0,9046.2,podocnemis_expansa,240815_6727
4,Spectrogram 1,1,164.6942909,165.0054106,0,6184.6,podocnemis_expansa,240815_6727
5,Spectrogram 1,1,165.5431473,165.7697653,0,14584.6,podocnemis_expansa,240815_6727
6,Spectrogram 1,1,166.1116128,166.3977661,0,14861.5,podocnemis_expansa,240815_6727
7,Spectrogram 1,1,166.7953079,166.9796751,0,14676.9,podocnemis_expansa,240815_6727
8,Spectrogram 1,1,244.0856142,244.3986543,0,6092.3,podocnemis_expansa,240815_6727
1,Spectrogram 1,1,1.26560401,1.592087594,0,5517.2,podocnemis_expansa,240815_6728
2,Spectrogram 1,1,1.933935112,2.210485912,0,6252.9,podocnemis_expansa,240815_6728
3,Spectrogram 1,1,34.24863435,34.60200481,0,7632.2,podocnemis_expansa,240815_6728
4,Spectrogram 1,1,35.10325314,35.36444001,0,8000,podocnemis_expansa,240815_6728
5,Spectrogram 1,1,55.75376351,56.0783266,0,12321.8,podocnemis_expansa,240815_6728
6,Spectrogram 1,1,56.23004544,56.72745278,0,7586.2,podocnemis_expansa,240815_6728
7,Spectrogram 1,1,57.30539844,57.55506235,0,8505.7,podocnemis_expansa,240815_6728
8,Spectrogram 1,1,58.30405411,58.97238521,0,8137.9,podocnemis_expansa,240815_6728
9,Spectrogram 1,1,76.93371839,77.28708886,0,5149.4,podocnemis_expansa,240815_6728
10,Spectrogram 1,1,234.8248896,235.1091224,0,9747.1,podocnemis_expansa,240815_6728
11,Spectrogram 1,1,235.5815633,235.8427502,0,12137.9,podocnemis_expansa,240815_6728
12,Spectrogram 1,1,236.3787452,236.7090698,0,9701.1,podocnemis_expansa,240815_6728
13,Spectrogram 1,1,237.3985252,237.8594432,0,8919.5,podocnemis_expansa,240815_6728
14,Spectrogram 1,1,238.2089715,238.8273698,0,11770.1,podocnemis_expansa,240815_6728
15,Spectrogram 1,1,238.9464403,239.4208018,0,11218.4,podocnemis_expansa,240815_6728
16,Spectrogram 1,1,239.7344663,240.1742589,0,12321.8,podocnemis_expansa,240815_6728
17,Spectrogram 1,1,240.3989564,241.0807309,0,10160.9,podocnemis_expansa,240815_6728
18,Spectrogram 1,1,243.3113786,243.7915015,0,6252.9,podocnemis_expansa,240815_6728
19,Spectrogram 1,1,244.2677834,244.9226711,0,6344.8,podocnemis_expansa,240815_6728
20,Spectrogram 1,1,246.3566767,246.7081267,0,4781.6,podocnemis_expansa,240815_6728
21,Spectrogram 1,1,246.8579251,247.2689103,0,7172.4,podocnemis_expansa,240815_6728
22,Spectrogram 1,1,247.7279078,248.1177676,0,11816.1,podocnemis_expansa,240815_6728
23,Spectrogram 1,1,278.5249509,278.7707738,0,7724.1,podocnemis_expansa,240815_6728
24,Spectrogram 1,1,279.30275,279.7002918,0,11402.3,podocnemis_expansa,240815_6728
25,Spectrogram 1,1,282.3984208,282.6461642,0,10620.7,podocnemis_expansa,240815_6728
26,Spectrogram 1,1,284.2228844,284.6223467,0,6712.6,podocnemis_expansa,240815_6728
27,Spectrogram 1,1,284.8432032,285.2925983,0,8092,podocnemis_expansa,240815_6728
28,Spectrogram 1,1,288.1131806,288.3397986,0,20919.5,podocnemis_expansa,240815_6728
1,Spectrogram 1,1,7.871827271,8.221356755,0,19911.1,podocnemis_expansa,240815_6729
2,Spectrogram 1,1,9.383831528,9.620052003,0,23333.3,podocnemis_expansa,240815_6729
3,Spectrogram 1,1,37.47290027,37.84547565,0,20977.8,podocnemis_expansa,240815_6729
4,Spectrogram 1,1,38.14315186,38.6424797,0,18622.2,podocnemis_expansa,240815_6729
5,Spectrogram 1,1,50.08529153,50.43482101,0,7511.1,podocnemis_expansa,240815_6729
6,Spectrogram 1,1,50.77666853,51.03017343,0,10666.7,podocnemis_expansa,240815_6729
7,Spectrogram 1,1,51.28751932,51.52373979,0,12355.6,podocnemis_expansa,240815_6729
8,Spectrogram 1,1,51.58519552,51.82525698,0,11866.7,podocnemis_expansa,240815_6729
9,Spectrogram 1,1,58.7680357,58.97352831,0,7600,podocnemis_expansa,240815_6729
10,Spectrogram 1,1,59.00809716,59.28464796,0,14800,podocnemis_expansa,240815_6729
11,Spectrogram 1,1,76.6423855,77.03800678,0,19200,podocnemis_expansa,240815_6729
12,Spectrogram 1,1,93.69749298,94.18529786,0,9511.1,podocnemis_expansa,240815_6729
13,Spectrogram 1,1,94.94581175,95.52195925,0,12977.8,podocnemis_expansa,240815_6729
14,Spectrogram 1,1,95.72361087,96.06161741,0,11111.1,podocnemis_expansa,240815_6729
15,Spectrogram 1,1,96.11731166,96.46300016,0,8444.4,podocnemis_expansa,240815_6729
16,Spectrogram 1,1,96.69153738,97.32145864,0,11155.6,podocnemis_expansa,240815_6729
17,Spectrogram 1,1,97.68292708,98.25907458,0,16711.1,podocnemis_expansa,240815_6729
18,Spectrogram 1,1,98.43768031,99.01958928,0,17466.7,podocnemis_expansa,240815_6729
4,Spectrogram 1,1,45.18069814,45.54751205,0,6363.6,podocnemis_expansa,240815_6730
5,Spectrogram 1,1,58.28707934,58.84402193,0,8818.2,podocnemis_expansa,240815_6730
6,Spectrogram 1,1,59.48162401,59.715924,0,18681.8,podocnemis_expansa,240815_6730
7,Spectrogram 1,1,60.56286082,60.7990813,0,14454.5,podocnemis_expansa,240815_6730
8,Spectrogram 1,1,61.08715401,61.44820645,0,10000,podocnemis_expansa,240815_6730
9,Spectrogram 1,1,61.47317284,61.85343019,0,4909.1,podocnemis_expansa,240815_6730
10,Spectrogram 1,1,83.63998019,83.82626788,0,5227.3,podocnemis_expansa,240815_6730
11,Spectrogram 1,1,84.23149163,84.52916783,0,5909.1,podocnemis_expansa,240815_6730
12,Spectrogram 1,1,84.66552197,84.99008506,0,5772.7,podocnemis_expansa,240815_6730
13,Spectrogram 1,1,85.89079365,86.29217641,0,6272.7,podocnemis_expansa,240815_6730
14,Spectrogram 1,1,86.72044605,87.20825094,0,8818.2,podocnemis_expansa,240815_6730
15,Spectrogram 1,1,88.22707007,88.64765775,0,3545.5,podocnemis_expansa,240815_6730
16,Spectrogram 1,1,91.80492923,92.2965751,0,7227.3,podocnemis_expansa,240815_6730
18,Spectrogram 1,1,92.89768788,93.1243059,0,6454.5,podocnemis_expansa,240815_6730
17,Spectrogram 1,1,93.13966983,93.41045916,0,6090.9,podocnemis_expansa,240815_6730
19,Spectrogram 1,1,95.39389842,95.98733035,0,6409.1,podocnemis_expansa,240815_6730
20,Spectrogram 1,1,96.1832205,96.55963686,0,19818.2,podocnemis_expansa,240815_6730
21,Spectrogram 1,1,96.73055914,97.43537958,0,20090.9,podocnemis_expansa,240815_6730
22,Spectrogram 1,1,99.48070051,99.89552671,0,6454.5,podocnemis_expansa,240815_6730
23,Spectrogram 1,1,104.8733797,105.1864198,0,24000,podocnemis_expansa,240815_6730
24,Spectrogram 1,1,107.8528745,108.0986974,0,23636.4,podocnemis_expansa,240815_6730
25,Spectrogram 1,1,115.5272435,115.7577025,0,10681.8,podocnemis_expansa,240815_6730
26,Spectrogram 1,1,116.596006,116.9263306,0,6272.7,podocnemis_expansa,240815_6730
27,Spectrogram 1,1,116.9359331,117.2393708,0,6636.4,podocnemis_expansa,240815_6730
28,Spectrogram 1,1,117.2489732,117.7041297,0,22909.1,podocnemis_expansa,240815_6730
30,Spectrogram 1,1,117.8347211,118.1919325,0,6500,podocnemis_expansa,240815_6730
29,Spectrogram 1,1,118.6163612,118.9274808,0,12318.2,podocnemis_expansa,240815_6730
31,Spectrogram 1,1,119.1752242,119.5055488,90.9,8909.1,podocnemis_expansa,240815_6730
32,Spectrogram 1,1,120.8306866,121.2263079,0,5090.9,podocnemis_expansa,240815_6730
33,Spectrogram 1,1,154.7892341,155.0177726,0,10818.2,podocnemis_expansa,240815_6730
34,Spectrogram 1,1,201.8160548,202.1425384,0,6000,podocnemis_expansa,240815_6730
35,Spectrogram 1,1,264.7661718,265.1214628,0,13454.5,podocnemis_expansa,240815_6730
36,Spectrogram 1,1,265.8380869,266.272118,0,10954.5,podocnemis_expansa,240815_6730
1,Spectrogram 1,1,0.038409833,0.289994242,0,9991.8,podocnemis_expansa,240815_6731
2,Spectrogram 1,1,0.395621284,0.664490118,0,8179.6,podocnemis_expansa,240815_6731
3,Spectrogram 1,1,0.704820443,0.973689277,0,12685.7,podocnemis_expansa,240815_6731
4,Spectrogram 1,1,0.998655668,1.330900727,0,20277.6,podocnemis_expansa,240815_6731
5,Spectrogram 1,1,1.336662202,1.630497428,0,19689.8,podocnemis_expansa,240815_6731
6,Spectrogram 1,1,1.743806436,2.033800678,0,9991.8,podocnemis_expansa,240815_6731
7,Spectrogram 1,1,2.045323628,2.314192462,0,12342.9,podocnemis_expansa,240815_6731
8,Spectrogram 1,1,3.094004176,3.383998418,0,17093.9,podocnemis_expansa,240815_6731
9,Spectrogram 1,1,3.441613168,3.762335277,0,21844.9,podocnemis_expansa,240815_6731
10,Spectrogram 1,1,48.2376461,48.59485755,0,5191.8,podocnemis_expansa,240815_6731
11,Spectrogram 1,1,62.02536768,62.32496438,0,13763.3,podocnemis_expansa,240815_6731
12,Spectrogram 1,1,63.46957741,63.68851346,0,17240.8,podocnemis_expansa,240815_6731
13,Spectrogram 1,1,119.0101294,119.2770777,0,5779.6,podocnemis_expansa,240815_6731
14,Spectrogram 1,1,123.2660535,123.6712772,0,17485.7,podocnemis_expansa,240815_6731
15,Spectrogram 1,1,128.4360468,128.7183591,0,18220.4,podocnemis_expansa,240815_6731
16,Spectrogram 1,1,136.1939912,136.485906,0,22285.7,podocnemis_expansa,240815_6731
17,Spectrogram 1,1,136.9256986,137.16576,0,23216.3,podocnemis_expansa,240815_6731
18,Spectrogram 1,1,138.43767,138.7468692,0,14791.8,podocnemis_expansa,240815_6731
19,Spectrogram 1,1,139.0829552,139.3134142,0,14546.9,podocnemis_expansa,240815_6731
20,Spectrogram 1,1,160.9286485,161.1667895,0,6955.1,podocnemis_expansa,240815_6731
21,Spectrogram 1,1,168.863329,169.328088,0,24000,podocnemis_expansa,240815_6731
22,Spectrogram 1,1,174.6925992,175.0325262,0,6465.3,podocnemis_expansa,240815_6731
23,Spectrogram 1,1,191.2422738,191.6782254,0,6661.2,podocnemis_expansa,240815_6731
24,Spectrogram 1,1,192.3617014,192.8571883,0,24000,podocnemis_expansa,240815_6731
25,Spectrogram 1,1,193.8729211,194.1398694,0,5485.7,podocnemis_expansa,240815_6731
26,Spectrogram 1,1,281.807576,282.038035,0,24000,podocnemis_expansa,240815_6731
1,Spectrogram 1,1,0.458997509,0.710581918,0,7049,podocnemis_expansa,240815_6732
2,Spectrogram 1,1,1.296331877,1.622815461,0,8895.1,podocnemis_expansa,240815_6732
3,Spectrogram 1,1,1.80526217,2.022277728,0,8000,podocnemis_expansa,240815_6732
4,Spectrogram 1,1,2.275920604,2.660018938,0,17734.3,podocnemis_expansa,240815_6732
5,Spectrogram 1,1,4.11729224,4.524436474,0,16503.5,podocnemis_expansa,240815_6732
6,Spectrogram 1,1,4.53211844,4.898932349,0,9286.7,podocnemis_expansa,240815_6732
7,Spectrogram 1,1,40.29706479,40.5256033,0,10293.7,podocnemis_expansa,240815_6732
8,Spectrogram 1,1,52.54539769,52.85075587,0,9566.4,podocnemis_expansa,240815_6732
9,Spectrogram 1,1,54.05899231,54.60633244,0,6657.3,podocnemis_expansa,240815_6732
10,Spectrogram 1,1,55.84216831,56.22434615,0,9902.1,podocnemis_expansa,240815_6732
11,Spectrogram 1,1,87.60656136,87.88119167,0,8055.9,podocnemis_expansa,240815_6732
12,Spectrogram 1,1,186.9505641,187.215592,0,6825.2,podocnemis_expansa,240815_6732
13,Spectrogram 1,1,188.582982,188.8307255,0,6433.6,podocnemis_expansa,240815_6732
14,Spectrogram 1,1,205.3615994,205.7188109,0,6433.6,podocnemis_expansa,240815_6732
15,Spectrogram 1,1,206.6643789,207.3999273,0,8615.4,podocnemis_expansa,240815_6732
16,Spectrogram 1,1,208.5291752,209.0918792,0,5818.2,podocnemis_expansa,240815_6732
17,Spectrogram 1,1,209.3645884,209.9157695,0,17398.6,podocnemis_expansa,240815_6732
18,Spectrogram 1,1,250.7132671,250.9821359,0,7944.1,podocnemis_expansa,240815_6732
19,Spectrogram 1,1,275.4197055,275.6079137,0,20083.9,podocnemis_expansa,240815_6732
1,Spectrogram 1,1,10.92607938,11.24296051,0,8986.8,podocnemis_expansa,240815_6733
2,Spectrogram 1,1,13.00309012,13.43904173,0,7189.4,podocnemis_expansa,240815_6733
3,Spectrogram 1,1,16.71007921,17.08265459,0,6026.4,podocnemis_expansa,240815_6733
4,Spectrogram 1,1,17.27662425,17.6338357,0,7612.3,podocnemis_expansa,240815_6733
5,Spectrogram 1,1,17.63959717,17.88542011,0,5286.3,podocnemis_expansa,240815_6733
6,Spectrogram 1,1,17.89310108,18.38474695,0,5762.1,podocnemis_expansa,240815_6733
7,Spectrogram 1,1,18.40203137,18.81685757,0,5497.8,podocnemis_expansa,240815_6733
9,Spectrogram 1,1,26.55754388,26.84561763,0,5180.6,podocnemis_expansa,240815_6733
10,Spectrogram 1,1,26.96468811,27.26620531,0,4652,podocnemis_expansa,240815_6733
8,Spectrogram 1,1,27.83467084,28.22261016,0,22202.6,podocnemis_expansa,240815_6733
